"","q1AgeBeginCoding","q2Age","q3Gender","q4Education","q5DegreeFocus","q8JobLevel","q9CurrentRole","q10Industry","q16HiringManager","q24VimorEmacs"
"3341","5 - 10 years old","35 - 44 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Freelancer","Back-end Developer","Financial Services","Yes","Vim"
"3342","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Engineer","Technology","Yes","Emacs"
"3343","21 - 25 years old","25 - 34 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"3344","16 - 20 years old","18 - 24 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Vim"
"3345","11 - 15 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Full-stack Developer","Health Care","Yes","Vim"
"3346","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Emacs"
"3347","16 - 20 years old","25 - 34 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"3348","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Student","Technology","No","Vim"
"3349","16 - 20 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Web Developer","Health Care","Yes","Emacs"
"3350","11 - 15 years old","18 - 24 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Mobile Developer","Media","No","Vim"
"3351","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Technology","No","Vim"
"3352","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Engineer","Financial Services","No","Vim"
"3353","16 - 20 years old","12 - 18 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Emacs"
"3354","16 - 20 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Mobile Developer","Retail","Yes","Vim"
"3355","21 - 25 years old","25 - 34 years old","Female","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Technology","No","Emacs"
"3356","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Level 1 developer (junior)","Software Engineer","Technology","No","Emacs"
"3357","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Student","Software Engineer","Security","No","Emacs"
"3358","11 - 15 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Engineering manager","Software Specialist","Financial Services","Yes","Vim"
"3359","16 - 20 years old","18 - 24 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Technology","No","Emacs"
"3360","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Engineering manager","Software Engineer","Media","Yes","Vim"
"3361","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Front-end Developer","Financial Services","No","Vim"
"3362","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Financial Services","Yes","Vim"
"3363","5 - 10 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Vim"
"3364","11 - 15 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Full-stack Developer","Automotive & Transportation","Yes","Vim"
"3365","21 - 25 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Full-stack Developer","Technology","No","Vim"
"3366","11 - 15 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Technology","Yes","Vim"
"3367","16 - 20 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Non-Profit","No","Vim"
"3368","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Aerospace & Defense","Yes","Vim"
"3369","16 - 20 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Software Engineer","Technology","No","Vim"
"3370","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Software Engineer","Financial Services","No","Emacs"
"3371","11 - 15 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Financial Services","Yes","Vim"
"3372","5 - 10 years old","12 - 18 years old","Male","Some high school","Computer Science","Student","Software Engineer","Technology","No","Emacs"
"3373","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Full-stack Developer","Financial Services","Yes","Vim"
"3374","21 - 25 years old","35 - 44 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Back-end Developer","Technology","No","Vim"
"3375","16 - 20 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Mobile Developer","Retail","No","Vim"
"3376","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Retail","Yes","Vim"
"3377","11 - 15 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","New grad","Back-end Developer","Technology","No","Vim"
"3378","11 - 15 years old","12 - 18 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"3379","21 - 25 years old","25 - 34 years old","Female","Post graduate degree (Masters, PhD)","Computer Science","Student","Student","Technology","No","Vim"
"3380","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Full-stack Developer","Education","No","Vim"
"3381","16 - 20 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Software Engineer","Financial Services","Yes","Vim"
"3382","16 - 20 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Software Engineer","Technology","No","Vim"
"3383","16 - 20 years old","18 - 24 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Financial Services","No","Vim"
"3384","11 - 15 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Senior developer","Mobile Developer","Travel, Tourism, Accommodation","Yes","Vim"
"3385","11 - 15 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Emacs"
"3386","16 - 20 years old","35 - 44 years old","Male","College graduate","Computer Science","Senior developer","Software Engineer","Food & Beverage","No","Vim"
"3387","11 - 15 years old","12 - 18 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Student","Student","Education","No","Emacs"
"3388","11 - 15 years old","25 - 34 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Senior developer","Software Engineer","Health Care","No","Emacs"
"3389","11 - 15 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Other STEM (science, technology, engineering, math)","Architect","Software Architect","Security","Yes","Vim"
"3390","5 - 10 years old","18 - 24 years old","Male","High school graduate","Computer Science","Student","Student","Technology","No","Vim"
"3391","11 - 15 years old","45 - 54 years old","Male","Some post graduate work (Masters, PhD)","Other STEM (science, technology, engineering, math)","Architect","Software Architect","Technology","Yes","Vim"
"3392","11 - 15 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Full-stack Developer","Automotive & Transportation","Yes","Emacs"
"3393","11 - 15 years old","18 - 24 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Full-stack Developer","Technology","No","Vim"
"3394","5 - 10 years old","35 - 44 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Financial Services","Yes","Vim"
"3395","11 - 15 years old","25 - 34 years old","Male","Post graduate degree (Masters, PhD)","Computer Science","Senior developer","Full-stack Developer","Technology","Yes","Vim"
"3396","16 - 20 years old","18 - 24 years old","Male","College graduate","Other STEM (science, technology, engineering, math)","Level 1 developer (junior)","Back-end Developer","Retail","No","Emacs"
"3397","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Senior developer","Back-end Developer","Media","No","Vim"
"3398","16 - 20 years old","18 - 24 years old","Female","Some post graduate work (Masters, PhD)","Computer Science","Student","Student","Education","No","Vim"
"3399","16 - 20 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Front-end Developer","Technology","No","Vim"
"3400","11 - 15 years old","25 - 34 years old","Male","Some post graduate work (Masters, PhD)","Computer Science","Senior developer","Software Engineer","Financial Services","Yes","Vim"
"3401","21 - 25 years old","25 - 34 years old","Male","College graduate","Computer Science","Level 1 developer (junior)","Software Engineer","Education","No","Vim"
